timestamps,TP9,AF7,AF8,TP10,Right AUX
1709720511.501,-74.707,-52.246,-38.086,-88.379,0.000
1709720511.505,-46.875,-50.781,-34.668,-75.195,0.000
1709720511.509,-27.832,-41.992,-32.715,-38.086,0.000
1709720511.513,-61.035,-48.340,-33.203,-44.922,0.000
1709720511.517,-104.980,-51.758,-42.969,-101.074,0.000
1709720511.521,-88.379,-37.598,-35.156,-94.727,0.000
1709720511.525,-68.359,-42.480,-29.785,-70.801,0.000
1709720511.529,-68.359,-47.852,-38.086,-57.129,0.000
1709720511.533,-78.613,-47.363,-35.156,-72.266,0.000
1709720511.536,-82.520,-48.340,-27.832,-94.727,0.000
1709720511.540,-89.844,-50.781,-33.203,-103.027,0.000
1709720511.544,-82.031,-48.340,-35.156,-91.309,0.000
1709720511.548,-62.012,-43.945,-35.645,-71.777,0.000
1709720511.552,-50.293,-37.109,-27.344,-62.012,0.000
1709720511.556,-72.754,-40.039,-29.785,-83.008,0.000
1709720511.560,-98.633,-54.688,-36.133,-110.352,0.000
1709720511.564,-75.195,-41.992,-27.344,-91.797,0.000
1709720511.568,-43.945,-22.949,-18.066,-51.758,0.000
1709720511.572,-67.871,-36.133,-20.996,-81.543,0.000
1709720511.575,-94.238,-43.457,-24.902,-112.305,0.000
1709720511.579,-85.938,-41.992,-18.066,-81.543,0.000
1709720511.583,-90.332,-34.180,-23.438,-92.285,0.000
1709720511.587,-97.656,-29.785,-31.250,-105.469,0.000
1709720511.591,-94.238,-44.922,-36.133,-104.492,0.000
1709720511.595,-82.520,-43.945,-38.086,-110.352,0.000
1709720511.599,-84.961,-32.227,-33.691,-105.469,0.000
1709720511.603,-83.984,-33.691,-31.250,-94.238,0.000
1709720511.607,-64.941,-39.551,-32.715,-92.773,0.000
1709720511.611,-67.383,-48.828,-35.645,-84.961,0.000
1709720511.615,-53.223,-41.016,-30.273,-56.641,0.000
1709720511.618,-72.754,-45.898,-33.203,-77.148,0.000
1709720511.622,-95.215,-62.012,-39.551,-94.238,0.000
1709720511.626,-44.922,-50.293,-32.715,-57.617,0.000
1709720511.630,-23.926,-46.387,-39.551,-47.363,0.000
1709720511.634,-50.293,-49.805,-44.434,-69.336,0.000
1709720511.638,-71.777,-56.641,-39.062,-74.707,0.000
1709720511.642,-41.016,-58.594,-35.156,-49.316,0.000
1709720511.646,-7.324,-56.152,-35.645,-37.598,0.000
1709720511.650,-12.695,-61.523,-43.457,-40.527,0.000
1709720511.654,-33.203,-65.430,-44.922,-58.594,0.000
1709720511.658,-30.273,-61.523,-32.715,-47.363,0.000
1709720511.661,-21.484,-54.199,-40.527,-36.621,0.000
1709720511.665,-29.785,-59.082,-55.176,-50.781,0.000
1709720511.669,-26.855,-59.570,-46.875,-21.484,0.000
1709720511.673,-25.879,-57.617,-45.410,-20.508,0.000
1709720511.677,-35.156,-60.059,-47.852,-56.641,0.000
1709720511.681,-30.762,-59.082,-49.805,-57.617,0.000
1709720511.685,-11.719,-54.199,-43.457,-26.855,0.000
1709720511.689,5.859,-50.293,-38.574,-12.207,0.000
1709720511.693,-4.883,-55.176,-43.457,-26.367,0.000
1709720511.697,-21.973,-59.570,-42.480,-38.086,0.000
1709720511.700,-26.367,-59.082,-37.109,-42.969,0.000
1709720511.704,1.953,-44.922,-25.879,-18.555,0.000
1709720511.708,-3.906,-49.316,-37.109,-19.043,0.000
1709720511.712,-46.875,-67.383,-55.664,-65.918,0.000
1709720511.716,-45.898,-69.336,-45.410,-70.801,0.000
1709720511.720,-48.828,-66.895,-40.039,-70.801,0.000
1709720511.724,-47.363,-61.523,-50.781,-78.125,0.000
1709720511.728,-35.645,-60.059,-46.387,-70.801,0.000
1709720511.732,-31.738,-59.570,-39.551,-61.523,0.000
1709720511.736,-43.457,-52.734,-41.992,-68.848,0.000
1709720511.740,-59.570,-49.805,-44.922,-69.824,0.000
1709720511.743,-50.293,-50.293,-46.875,-63.477,0.000
1709720511.747,-13.184,-38.086,-36.133,-41.504,0.000
1709720511.751,-18.066,-40.039,-31.738,-33.691,0.000
1709720511.755,-73.730,-62.988,-46.387,-70.312,0.000
1709720511.759,-82.031,-69.824,-47.852,-88.379,0.000
1709720511.763,-64.941,-65.918,-36.621,-80.078,0.000
1709720511.767,-59.082,-62.500,-33.691,-56.152,0.000
1709720511.771,-59.082,-62.500,-44.434,-59.082,0.000
1709720511.775,-62.988,-59.570,-41.016,-70.801,0.000
1709720511.779,-72.266,-54.688,-28.320,-69.824,0.000
1709720511.783,-77.637,-59.082,-33.691,-83.496,0.000
1709720511.786,-55.664,-57.129,-36.621,-61.035,0.000
1709720511.790,-52.246,-56.641,-33.691,-53.223,0.000
1709720511.794,-51.758,-48.828,-22.461,-51.270,0.000
1709720511.798,-66.895,-51.270,-29.785,-71.289,0.000
1709720511.802,-75.684,-59.570,-42.969,-99.609,0.000
1709720511.806,-37.109,-47.363,-32.715,-53.711,0.000
1709720511.810,-41.016,-46.387,-31.738,-35.156,0.000
1709720511.814,-71.289,-54.688,-42.480,-74.707,0.000
1709720511.818,-76.172,-60.547,-44.434,-95.215,0.000
1709720511.822,-54.199,-47.363,-38.574,-80.078,0.000
1709720511.825,-37.598,-38.086,-39.062,-66.406,0.000
1709720511.829,-34.180,-47.363,-37.109,-62.988,0.000
1709720511.833,-40.527,-49.316,-34.668,-67.383,0.000
1709720511.837,-50.293,-47.363,-37.109,-62.988,0.000
1709720511.841,-61.035,-49.316,-39.062,-81.055,0.000
1709720511.845,-78.125,-52.734,-43.457,-97.168,0.000
1709720511.849,-55.664,-46.875,-47.852,-62.988,0.000
1709720511.853,-47.852,-45.410,-50.293,-68.848,0.000
1709720511.857,-69.336,-49.316,-48.828,-92.773,0.000
1709720511.861,-71.777,-58.105,-40.039,-90.332,0.000
1709720511.865,-57.617,-57.129,-35.156,-72.754,0.000
1709720511.868,-39.551,-46.387,-33.691,-62.012,0.000
1709720511.872,-51.270,-44.434,-38.086,-75.195,0.000
1709720511.876,-70.312,-45.898,-39.551,-86.426,0.000
1709720511.880,-70.312,-48.340,-38.574,-82.520,0.000
1709720511.884,-39.062,-34.180,-30.762,-43.945,0.000
1709720511.888,-32.227,-37.109,-36.133,-35.156,0.000
1709720511.892,-73.730,-57.617,-59.570,-81.055,0.000
1709720511.896,-70.801,-54.688,-54.199,-87.891,0.000
1709720511.900,-55.176,-53.711,-44.434,-75.195,0.000
1709720511.904,-58.594,-55.176,-45.898,-77.148,0.000
1709720511.908,-55.664,-52.734,-46.387,-72.754,0.000
1709720511.911,-51.758,-46.387,-41.504,-54.199,0.000
1709720511.915,-56.152,-45.410,-41.016,-81.055,0.000
1709720511.919,-71.289,-50.781,-44.922,-103.516,0.000
1709720511.923,-76.660,-51.270,-43.945,-85.938,0.000
1709720511.927,-39.062,-45.410,-31.738,-55.664,0.000
1709720511.931,-35.156,-51.758,-30.762,-39.551,0.000
1709720511.935,-85.938,-62.988,-49.805,-88.867,0.000
1709720511.939,-91.309,-44.434,-53.223,-109.863,0.000
1709720511.943,-58.594,-28.320,-41.992,-79.590,0.000
1709720511.947,-52.246,-42.480,-36.621,-63.477,0.000
1709720511.950,-68.359,-54.199,-43.457,-69.824,0.000
1709720511.954,-62.988,-49.316,-37.598,-70.801,0.000
1709720511.958,-72.754,-53.223,-31.250,-76.660,0.000
1709720511.962,-81.055,-55.176,-34.668,-83.496,0.000
1709720511.966,-61.523,-49.805,-37.109,-71.289,0.000
1709720511.970,-45.898,-54.199,-34.180,-56.152,0.000
1709720511.974,-55.664,-55.176,-31.250,-57.617,0.000
1709720511.978,-71.777,-52.246,-36.621,-83.496,0.000
1709720511.982,-59.082,-42.480,-35.645,-75.684,0.000
1709720511.986,-45.898,-41.016,-39.062,-48.828,0.000
1709720511.989,-23.438,-42.480,-39.062,-29.785,0.000
1709720511.993,-42.969,-49.316,-39.551,-47.852,0.000
1709720511.997,-90.820,-61.523,-47.852,-97.168,0.000
1709720512.001,-72.754,-45.410,-38.574,-89.844,0.000
1709720512.005,-54.688,-41.504,-29.297,-68.848,0.000
1709720512.009,-61.035,-60.547,-37.109,-65.918,0.000
1709720512.013,-66.406,-56.152,-38.574,-66.895,0.000
1709720512.017,-72.266,-37.109,-28.320,-75.684,0.000
1709720512.021,-71.777,-43.457,-31.738,-82.520,0.000
1709720512.025,-61.035,-55.664,-36.621,-62.988,0.000
1709720512.029,-58.594,-49.805,-35.645,-61.523,0.000
1709720512.032,-44.922,-40.527,-28.809,-54.688,0.000
1709720512.036,-61.523,-43.457,-28.320,-65.430,0.000
1709720512.040,-98.145,-56.152,-41.504,-108.887,0.000
1709720512.044,-73.242,-42.969,-33.203,-81.543,0.000
1709720512.048,-42.480,-43.945,-19.531,-51.270,0.000
1709720512.052,-53.223,-57.617,-26.855,-67.871,0.000
1709720512.056,-86.914,-53.711,-34.180,-101.074,0.000
1709720512.060,-81.543,-42.480,-27.832,-100.586,0.000
1709720512.064,-52.246,-39.062,-25.391,-70.312,0.000
1709720512.068,-42.480,-40.039,-29.297,-49.316,0.000
1709720512.072,-47.852,-40.039,-35.156,-56.152,0.000
1709720512.075,-75.684,-44.922,-34.668,-83.008,0.000
1709720512.079,-67.383,-36.621,-19.043,-81.055,0.000
1709720512.083,-59.082,-38.086,-21.973,-77.637,0.000
1709720512.087,-78.613,-52.246,-36.133,-83.008,0.000
1709720512.091,-67.383,-46.387,-30.762,-76.660,0.000
1709720512.095,-77.637,-43.945,-30.762,-88.867,0.000
1709720512.099,-91.797,-46.875,-30.273,-93.750,0.000
1709720512.103,-81.055,-49.316,-30.762,-86.426,0.000
1709720512.107,-58.594,-39.062,-31.250,-66.406,0.000
1709720512.111,-50.781,-32.227,-29.297,-52.246,0.000
1709720512.115,-65.918,-26.855,-28.320,-65.918,0.000
1709720512.118,-91.797,-27.344,-32.227,-96.680,0.000
1709720512.122,-77.637,-32.227,-30.273,-89.355,0.000
1709720512.126,-54.688,-34.180,-29.785,-66.895,0.000
1709720512.130,-78.125,-50.293,-44.922,-89.355,0.000
1709720512.134,-87.891,-48.340,-38.086,-94.727,0.000
1709720512.138,-89.355,-45.898,-41.016,-106.934,0.000
1709720512.142,-93.262,-53.223,-46.875,-120.605,0.000
1709720512.146,-73.242,-41.016,-33.691,-90.332,0.000
1709720512.150,-56.152,-32.715,-31.250,-68.359,0.000
1709720512.154,-68.848,-38.574,-34.668,-86.426,0.000
1709720512.157,-85.449,-37.109,-35.156,-103.027,0.000
1709720512.161,-72.266,-27.344,-32.227,-90.332,0.000
1709720512.165,-64.453,-38.086,-27.344,-75.195,0.000
1709720512.169,-46.875,-36.133,-15.625,-57.617,0.000
1709720512.173,-54.199,-35.645,-27.344,-58.594,0.000
1709720512.177,-99.609,-48.340,-42.969,-107.910,0.000
1709720512.181,-108.398,-41.992,-25.391,-130.859,0.000
1709720512.185,-100.586,-42.969,-19.531,-109.863,0.000
1709720512.189,-80.566,-47.363,-20.508,-84.961,0.000
1709720512.193,-86.914,-54.688,-25.391,-91.309,0.000
1709720512.197,-97.656,-56.152,-16.602,-98.633,0.000
1709720512.200,-104.980,-55.664,-4.395,-104.004,0.000
1709720512.204,-85.938,-63.965,-6.348,-94.727,0.000
1709720512.208,-66.406,-65.918,-7.812,-72.266,0.000
1709720512.212,-75.684,-55.664,1.465,-53.711,0.000
1709720512.216,-83.008,-50.781,-0.488,-73.730,0.000
1709720512.220,-108.398,-61.523,-10.742,-122.559,0.000
1709720512.224,-88.867,-64.453,-8.301,-93.750,0.000
1709720512.228,-51.270,-58.594,-15.137,-47.852,0.000
1709720512.232,-68.359,-57.617,-31.250,-60.547,0.000
1709720512.236,-91.797,-65.430,-41.504,-94.727,0.000
1709720512.240,-73.730,-63.477,-34.668,-84.961,0.000
1709720512.243,-47.363,-63.477,-31.738,-52.734,0.000
1709720512.247,-40.527,-69.824,-35.645,-55.664,0.000
1709720512.251,-38.574,-62.012,-30.273,-50.293,0.000
1709720512.255,-34.668,-57.129,-26.855,-51.758,0.000
1709720512.259,-33.691,-65.918,-31.738,-62.500,0.000
1709720512.263,-35.645,-71.777,-32.227,-53.711,0.000
1709720512.267,-26.367,-66.895,-26.855,-33.203,0.000
1709720512.271,-18.066,-61.035,-28.809,-29.297,0.000
1709720512.275,-2.930,-51.270,-18.066,-4.883,0.000
1709720512.279,-18.066,-55.176,-25.391,-19.043,0.000
1709720512.282,-46.387,-66.406,-34.180,-69.336,0.000
1709720512.286,-18.066,-54.688,-23.438,-36.133,0.000
1709720512.290,-8.789,-52.734,-31.250,-18.066,0.000
1709720512.294,-34.668,-55.664,-38.574,-50.781,0.000
1709720512.298,-50.293,-60.547,-40.039,-62.500,0.000
1709720512.302,-36.621,-59.082,-31.250,-38.574,0.000
1709720512.306,-25.879,-52.246,-25.391,-26.367,0.000
1709720512.310,-50.781,-54.199,-33.691,-49.805,0.000
1709720512.314,-48.828,-55.664,-31.738,-61.523,0.000
1709720512.318,-48.828,-56.641,-28.320,-72.754,0.000
1709720512.321,-52.246,-50.781,-25.879,-76.172,0.000
1709720512.325,-38.086,-47.852,-27.344,-55.176,0.000
1709720512.329,-29.297,-45.898,-28.320,-46.875,0.000
1709720512.333,-38.086,-45.410,-35.645,-56.641,0.000
1709720512.337,-51.758,-47.363,-43.945,-78.125,0.000
1709720512.341,-57.617,-47.852,-33.691,-86.426,0.000
1709720512.345,-41.504,-45.410,-25.391,-57.617,0.000
1709720512.349,-18.555,-40.039,-25.879,-22.461,0.000
1709720512.353,-28.320,-48.340,-38.086,-32.227,0.000
1709720512.357,-55.664,-58.594,-46.387,-78.613,0.000
1709720512.361,-69.824,-56.152,-47.363,-90.332,0.000
1709720512.364,-22.461,-41.504,-38.086,-33.691,0.000
1709720512.368,-11.719,-44.434,-41.016,-20.020,0.000
1709720512.372,-42.480,-53.711,-54.199,-63.965,0.000
1709720512.376,-45.410,-50.293,-44.434,-68.848,0.000
1709720512.380,-62.988,-54.199,-41.992,-78.125,0.000
1709720512.384,-53.711,-56.641,-40.527,-77.637,0.000
1709720512.388,-35.645,-59.570,-34.180,-54.199,0.000
1709720512.392,-29.297,-51.270,-25.391,-41.992,0.000
1709720512.396,-37.598,-47.852,-23.438,-52.246,0.000
1709720512.400,-66.895,-58.594,-38.574,-75.195,0.000
1709720512.404,-66.895,-52.734,-41.504,-86.426,0.000
1709720512.408,-25.391,-37.598,-27.832,-48.828,0.000
1709720512.411,-28.320,-49.316,-27.344,-24.414,0.000
1709720512.415,-77.148,-64.941,-44.922,-72.754,0.000
1709720512.419,-79.590,-53.711,-41.504,-90.820,0.000
1709720512.423,-60.059,-52.246,-40.039,-71.777,0.000
1709720512.427,-54.688,-60.059,-48.340,-60.547,0.000
1709720512.431,-53.223,-56.152,-37.109,-57.129,0.000
1709720512.435,-58.105,-56.641,-33.203,-69.336,0.000
1709720512.439,-71.289,-53.711,-40.039,-90.332,0.000
1709720512.443,-68.848,-46.875,-41.016,-85.449,0.000
1709720512.447,-50.781,-50.293,-41.016,-61.523,0.000
1709720512.450,-48.340,-50.781,-42.969,-56.641,0.000
1709720512.454,-59.082,-50.781,-41.504,-63.965,0.000
1709720512.458,-71.289,-60.547,-41.016,-83.984,0.000
1709720512.462,-73.242,-63.965,-39.062,-76.660,0.000
1709720512.466,-45.410,-55.664,-37.109,-47.852,0.000
1709720512.470,-28.809,-53.711,-37.598,-37.109,0.000
1709720512.474,-41.504,-53.711,-34.180,-50.293,0.000
1709720512.478,-49.805,-50.293,-41.504,-71.289,0.000
1709720512.482,-48.340,-46.387,-43.945,-65.918,0.000
1709720512.486,-21.973,-38.574,-27.344,-26.855,0.000
1709720512.490,-37.109,-51.758,-36.621,-34.668,0.000
1709720512.493,-73.730,-63.965,-50.293,-77.148,0.000
1709720512.497,-63.477,-48.340,-33.203,-77.148,0.000
1709720512.501,-62.500,-41.016,-26.855,-82.520,0.000
1709720512.505,-84.473,-51.758,-49.805,-104.004,0.000
1709720512.509,-64.453,-42.969,-52.246,-70.801,0.000
1709720512.513,-54.688,-47.363,-39.062,-63.477,0.000
1709720512.517,-76.172,-53.711,-35.156,-86.426,0.000
1709720512.521,-77.637,-48.828,-37.109,-83.984,0.000
1709720512.525,-48.340,-50.781,-33.203,-69.824,0.000
1709720512.529,-28.809,-48.828,-29.785,-47.363,0.000
1709720512.533,-33.691,-44.922,-31.738,-47.363,0.000
1709720512.536,-50.781,-43.457,-32.227,-61.523,0.000
1709720512.540,-61.523,-39.551,-31.738,-62.988,0.000
1709720512.544,-27.832,-29.785,-22.461,-36.621,0.000
1709720512.548,-24.902,-39.062,-28.320,-36.621,0.000
1709720512.552,-74.219,-59.082,-53.223,-73.242,0.000
1709720512.556,-81.055,-50.293,-50.781,-79.590,0.000
1709720512.560,-78.613,-44.922,-39.062,-94.727,0.000
1709720512.564,-70.312,-50.293,-37.598,-88.379,0.000
1709720512.568,-48.828,-48.340,-40.039,-65.430,0.000
1709720512.572,-39.062,-48.828,-38.574,-56.641,0.000
1709720512.575,-52.734,-54.199,-36.621,-79.102,0.000
1709720512.579,-76.660,-55.176,-38.086,-103.027,0.000
1709720512.583,-66.406,-50.293,-40.527,-88.867,0.000
1709720512.587,-32.227,-43.457,-35.156,-51.270,0.000
1709720512.591,-37.598,-41.016,-38.574,-50.781,0.000
1709720512.595,-77.637,-52.734,-52.734,-94.727,0.000
1709720512.599,-74.219,-49.805,-45.898,-104.492,0.000
1709720512.603,-61.035,-48.828,-39.062,-85.449,0.000
1709720512.607,-54.199,-57.617,-38.574,-62.012,0.000
1709720512.611,-63.477,-61.035,-41.016,-81.055,0.000
1709720512.615,-73.730,-56.152,-41.992,-104.004,0.000
1709720512.618,-70.312,-56.152,-34.180,-98.633,0.000
1709720512.622,-67.871,-60.547,-32.227,-92.285,0.000
1709720512.626,-51.270,-52.246,-30.762,-70.801,0.000
1709720512.630,-40.039,-43.945,-26.367,-55.176,0.000
1709720512.634,-35.156,-39.062,-20.996,-62.012,0.000
1709720512.638,-61.035,-45.410,-24.902,-88.379,0.000
1709720512.642,-91.797,-53.223,-37.109,-119.141,0.000
1709720512.646,-62.500,-40.527,-32.227,-88.379,0.000
1709720512.650,-41.016,-31.738,-29.297,-55.176,0.000
1709720512.654,-71.777,-42.480,-42.969,-77.637,0.000
1709720512.657,-83.008,-52.734,-36.133,-86.426,0.000
1709720512.661,-61.035,-49.805,-22.949,-70.801,0.000
1709720512.665,-51.758,-46.875,-32.227,-66.406,0.000
1709720512.669,-55.176,-46.387,-38.574,-64.453,0.000
1709720512.673,-63.477,-42.480,-37.598,-72.754,0.000
1709720512.677,-48.340,-39.551,-24.902,-81.055,0.000
1709720512.681,-58.105,-43.457,-29.785,-79.102,0.000
1709720512.685,-80.078,-48.828,-47.363,-87.402,0.000
1709720512.689,-58.594,-46.875,-42.969,-79.102,0.000
1709720512.693,-34.668,-36.133,-23.438,-50.781,0.000
1709720512.697,-62.012,-38.086,-20.996,-74.219,0.000
1709720512.700,-88.867,-49.805,-30.273,-104.980,0.000
1709720512.704,-67.383,-47.363,-31.738,-79.590,0.000
1709720512.708,-50.293,-41.016,-36.621,-61.035,0.000
1709720512.712,-59.082,-46.387,-34.668,-63.965,0.000
1709720512.716,-71.777,-51.758,-24.414,-80.078,0.000
1709720512.720,-69.824,-44.434,-20.996,-95.215,0.000
1709720512.724,-63.477,-45.410,-23.438,-90.332,0.000
1709720512.728,-60.547,-47.363,-30.273,-76.172,0.000
1709720512.732,-62.988,-43.457,-33.691,-72.266,0.000
1709720512.736,-84.473,-40.039,-37.109,-98.633,0.000
1709720512.739,-79.590,-28.320,-22.461,-86.914,0.000
1709720512.743,-81.543,-38.574,-23.926,-82.520,0.000
1709720512.747,-103.027,-50.293,-34.668,-104.004,0.000
1709720512.751,-99.121,-38.574,-22.461,-93.262,0.000
1709720512.755,-112.793,-39.062,-24.414,-111.816,0.000
1709720512.759,-124.023,-47.363,-26.367,-127.930,0.000
1709720512.763,-103.027,-47.852,-19.043,-103.027,0.000
1709720512.767,-87.891,-33.691,-16.113,-82.520,0.000
1709720512.771,-98.145,-27.344,-26.367,-97.168,0.000
1709720512.775,-119.141,-38.086,-32.227,-121.094,0.000
1709720512.779,-139.648,-42.480,-33.691,-150.391,0.000
1709720512.782,-119.141,-28.809,-29.785,-132.324,0.000
1709720512.786,-89.355,-21.484,-22.949,-87.402,0.000
1709720512.790,-113.770,-33.691,-29.785,-108.887,0.000
1709720512.794,-119.629,-27.344,-39.551,-120.117,0.000
1709720512.798,-114.258,-18.555,-46.875,-131.348,0.000
1709720512.802,-115.234,-31.250,-44.922,-137.695,0.000
1709720512.806,-92.285,-31.738,-36.133,-98.633,0.000
1709720512.810,-57.129,-24.414,-36.621,-76.172,0.000
1709720512.814,-55.176,-27.832,-36.133,-86.914,0.000
1709720512.818,-80.078,-26.367,-38.086,-111.816,0.000
1709720512.822,-69.824,-30.762,-41.504,-106.934,0.000
1709720512.825,-52.246,-35.645,-44.434,-69.824,0.000
1709720512.829,-18.066,-20.996,-35.645,-37.598,0.000
1709720512.833,-32.715,-23.926,-40.039,-54.199,0.000
1709720512.837,-75.684,-38.574,-56.152,-103.516,0.000
1709720512.841,-52.734,-28.320,-40.039,-83.984,0.000
1709720512.845,-35.645,-29.297,-37.109,-50.293,0.000
1709720512.849,-27.344,-34.668,-46.387,-44.922,0.000
1709720512.853,-21.973,-43.945,-41.016,-46.875,0.000
1709720512.857,-34.180,-52.246,-35.156,-47.852,0.000
1709720512.861,-34.180,-46.875,-34.668,-46.387,0.000
1709720512.865,-12.207,-48.828,-28.320,-22.949,0.000
1709720512.868,-4.883,-48.340,-29.785,-26.367,0.000
1709720512.872,2.441,-49.316,-29.297,-23.926,0.000
1709720512.876,-5.371,-52.246,-39.062,-27.344,0.000
1709720512.880,-39.062,-62.500,-56.152,-71.777,0.000
1709720512.884,-20.508,-60.547,-37.598,-46.875,0.000
1709720512.888,5.859,-51.758,-29.297,-10.742,0.000
1709720512.892,-7.324,-52.734,-37.598,-24.414,0.000
1709720512.896,-30.762,-54.199,-39.551,-56.641,0.000
1709720512.900,-40.527,-62.988,-40.039,-71.289,0.000
1709720512.904,-30.762,-65.430,-40.039,-49.805,0.000
1709720512.907,-18.066,-69.336,-36.133,-16.113,0.000
1709720512.911,-15.137,-66.406,-38.086,-18.555,0.000
1709720512.915,-43.457,-60.059,-47.852,-41.504,0.000
1709720512.919,-39.551,-50.781,-38.574,-37.598,0.000
1709720512.923,-29.785,-45.898,-41.016,-48.828,0.000
1709720512.927,-42.969,-62.988,-53.711,-52.734,0.000
1709720512.931,-20.508,-57.617,-41.504,-22.949,0.000
1709720512.935,-30.273,-54.199,-40.527,-45.898,0.000
1709720512.939,-50.781,-67.383,-50.293,-70.312,0.000
1709720512.943,-32.227,-64.941,-47.363,-53.223,0.000
1709720512.947,-3.906,-51.758,-39.062,-28.320,0.000
1709720512.950,-4.883,-45.410,-37.598,-22.949,0.000
1709720512.954,-33.691,-55.176,-43.945,-61.035,0.000
1709720512.958,-38.574,-57.617,-47.852,-85.449,0.000
1709720512.962,-18.066,-47.852,-39.551,-47.363,0.000
1709720512.966,-15.137,-42.969,-33.691,-25.391,0.000
1709720512.970,-40.527,-50.781,-39.062,-44.434,0.000
1709720512.974,-55.176,-53.711,-44.434,-54.199,0.000
1709720512.978,-49.805,-45.410,-44.922,-56.641,0.000
1709720512.982,-47.852,-50.293,-41.992,-71.289,0.000
1709720512.986,-41.504,-54.199,-34.668,-64.941,0.000
1709720512.990,-28.809,-46.387,-31.738,-40.039,0.000
1709720512.993,-44.922,-48.828,-40.527,-57.617,0.000
1709720512.997,-61.523,-54.688,-43.945,-84.473,0.000
1709720513.001,-50.293,-54.688,-32.227,-75.684,0.000
1709720513.005,-33.203,-55.176,-29.785,-57.617,0.000
1709720513.009,-16.602,-47.363,-22.461,-22.461,0.000
1709720513.013,-40.039,-57.617,-32.715,-38.086,0.000
1709720513.017,-82.031,-74.219,-48.340,-92.773,0.000
1709720513.021,-70.312,-57.617,-34.668,-84.961,0.000
1709720513.025,-46.875,-49.316,-35.156,-57.129,0.000
1709720513.029,-38.574,-51.270,-37.109,-40.527,0.000
1709720513.032,-55.176,-54.688,-30.762,-41.992,0.000
1709720513.036,-71.777,-56.641,-31.738,-63.477,0.000
1709720513.040,-56.152,-52.246,-31.738,-66.895,0.000
1709720513.044,-51.270,-55.176,-39.062,-59.570,0.000
1709720513.048,-43.945,-55.664,-43.945,-50.781,0.000
1709720513.052,-26.367,-49.316,-36.621,-39.551,0.000
1709720513.056,-43.945,-48.340,-29.297,-52.246,0.000
1709720513.060,-71.289,-58.105,-43.945,-87.402,0.000
1709720513.064,-53.711,-53.711,-47.852,-81.055,0.000
1709720513.068,-26.855,-49.805,-33.203,-43.945,0.000
1709720513.071,-44.434,-56.152,-32.715,-46.875,0.000
1709720513.075,-70.312,-60.547,-40.039,-73.242,0.000
1709720513.079,-76.660,-61.523,-41.504,-86.914,0.000
1709720513.083,-62.500,-58.105,-41.016,-72.266,0.000
1709720513.087,-49.805,-65.918,-41.992,-62.988,0.000
1709720513.091,-44.434,-55.664,-35.645,-59.570,0.000
1709720513.095,-46.387,-41.992,-33.203,-54.199,0.000
1709720513.099,-48.828,-40.527,-36.133,-67.871,0.000
1709720513.103,-41.504,-38.574,-30.273,-78.125,0.000
1709720513.107,-31.738,-39.551,-33.203,-64.453,0.000
1709720513.111,-36.133,-53.711,-39.062,-59.570,0.000
1709720513.114,-28.809,-47.363,-21.973,-51.758,0.000
1709720513.118,-47.363,-42.969,-27.832,-73.242,0.000
1709720513.122,-73.242,-53.711,-43.945,-97.168,0.000
1709720513.126,-40.527,-41.016,-34.668,-61.035,0.000
1709720513.130,-32.715,-39.062,-29.297,-33.691,0.000
1709720513.134,-61.035,-40.527,-34.180,-54.688,0.000
1709720513.138,-82.031,-40.527,-37.109,-88.379,0.000
1709720513.142,-81.055,-40.039,-34.668,-90.820,0.000
1709720513.146,-56.152,-38.086,-32.715,-67.383,0.000
1709720513.150,-55.176,-50.293,-38.086,-67.871,0.000
1709720513.154,-76.172,-59.082,-46.875,-98.633,0.000
1709720513.157,-77.148,-39.551,-35.156,-88.867,0.000
1709720513.161,-76.172,-41.992,-29.785,-73.242,0.000
1709720513.165,-84.473,-61.035,-39.551,-86.914,0.000
1709720513.169,-63.965,-51.758,-31.738,-67.383,0.000
1709720513.173,-66.406,-47.852,-31.250,-65.918,0.000
1709720513.177,-88.867,-48.828,-36.621,-93.262,0.000
1709720513.181,-98.145,-54.688,-35.645,-102.051,0.000
1709720513.185,-79.590,-57.617,-35.645,-84.473,0.000
1709720513.189,-51.758,-50.781,-32.715,-59.570,0.000
1709720513.193,-65.918,-50.293,-34.180,-56.641,0.000
1709720513.197,-83.008,-50.781,-36.621,-76.660,0.000
1709720513.200,-67.383,-41.992,-40.527,-84.473,0.000
1709720513.204,-41.504,-30.273,-26.367,-68.848,0.000
1709720513.208,-75.195,-45.898,-19.043,-79.102,0.000
1709720513.212,-104.980,-63.965,-34.180,-104.492,0.000
1709720513.216,-78.613,-55.664,-26.855,-93.750,0.000
1709720513.220,-88.867,-61.035,-20.020,-113.281,0.000
1709720513.224,-91.309,-75.195,-16.602,-107.422,0.000
1709720513.228,-57.129,-73.730,-3.906,-54.199,0.000
1709720513.232,-49.805,-71.777,-2.441,-34.668,0.000
1709720513.236,-83.496,-70.312,-10.254,-65.430,0.000
1709720513.239,-93.262,-71.289,-11.230,-86.426,0.000
1709720513.243,-66.895,-75.684,-12.207,-66.406,0.000
1709720513.247,-36.133,-62.012,-3.906,-23.926,0.000
1709720513.251,-43.457,-58.594,-1.465,-31.250,0.000
1709720513.255,-80.566,-67.383,-14.648,-74.707,0.000
